PropertyName,BHK,Location,Area,ListingPrice,FurnishStatus,City,Description
Legacy Imperial,2,Kiwale,639,21000.0,Unfurnished,Pune,"Securing a comfortable living space in a safe neighborhood is a top priority for many families and bachelors, and this unfurnished 2-bedroom, 2-bathroom Flats in Pune Kiwale locality offers exactly that. Located on the first floor of the Legacy Imperial project, this 639 square feet apartment boasts a garden view and comes with two dedicated parking spots, a valuable perk.The property"
Sai Residency Aundh,3,Aundh Road,1600,45000.0,Semi-Furnished,Pune,"A great 3-bedroom Flats is available for rent on Aundh Road in Pune, situated in the Sai Residency Aundh complex.This semi-furnished apartment is on the third floor of a six-story building and offers a pleasant road view from its 1600 square feet of living space, perfect for families or bachelors looking for a spacious and secure home. The property includes"
Manish Park,3,Kondhwa,1100,30000.0,Semi-Furnished,Pune,"Discover your next home in the serene locality of Kondhwa, Pune, with this stunning semifurnished 3bedroom Flats located in the wellregarded Manish Park project.Spanning an impressive 1100 square feet, this residence offers ample space for comfortable living. Situated on the 12th floor of a 20story building, you’ll enjoy breathtaking views of the lush garden, creating a tranquil atmosphere right at"
Renuka Gulmohar C Building CHS,2,Pimpri Chinchwad Pcmc,800,30000.0,Unfurnished,Pune,"Discover your next home in the vibrant locality of Pimpri Chinchwad PCMC, Pune.This modern Flats in the esteemed Renuka Gulmohar C Building CHS is perfect for families or professionals looking for a comfortable and convenient living space. With 2 spacious bedrooms and 2 wellappointed bathrooms, this unfurnished unit spans a generous 800 square feet, offering ample room for personalization to"
Shanti Ban,2,Kondhwa,900,25000.0,Unfurnished,Pune,"Welcome to your new home in the vibrant locality of Kondhwa, Pune! This spacious 2bedroom Flats in the wellregarded Shanti Ban project is now available for rent at an attractive price of 25 thousand.Spanning an impressive 900 square feet, this fifthfloor unit offers a delightful road view, allowing plenty of sunlight to fill your living space, creating a warm and"
VTP Belair,3,Mahalunge,700,30000.0,Furnished,Pune,"Discover your dream home in the heart of Mahalunge, Pune, with this stunning 3bedroom Flats available for rent at an attractive price of 30 thousand.Nestled in the highly soughtafter VTP Belair project, this furnished residence offers a perfect blend of comfort and modern living, ideal for families or professionals seeking a vibrant community atmosphere. The apartment boasts a spacious layout"
Smriti Niwas,2,Ravet,900,20000.0,Semi-Furnished,Pune,"Experience the perfect blend of comfort and convenience in this stunning semifurnished 2bedroom Flats located in the highly soughtafter area of Ravet, Pune.Situated in the modern project of Smriti Niwas, this apartment is designed for families looking for a quick deal in a prime location. With a generous area of 900 square feet and facing a wide road, the apartment"
Duville Riverdale Heights,2,Kharadi,768,38000.0,Semi-Furnished,Pune,"A bright 2 BHK semi-furnished Flats in Duville Riverdale Heights, Kharadi Pune, awaits you for a monthly rent of 38 thousand, offering a generous 768 square feet of living space with a refreshing park view from its 11th-floor position in a 22-story building.This home is perfect for those who value a healthy lifestyle and convenience, boasting access to a gymnasium,"
Tarangan Apartment,2,Kothrud,1200,40000.0,Furnished,Pune,"Find a comfortable home in Pune Kothrud area with this furnished two-bedroom, two-bathroom Flats at Tarangan Flats, available for rent at 40 thousand per month.This spacious 1200 square feet apartment provides a convenient living experience with one dedicated parking spot and is situated in a property that is 5-7 years old. Residents will enjoy access to a variety of amenities"
Rahul Aston,3,Hinjewadi,979,42055.0,Semi-Furnished,Pune,"Could your family thrive in this bright, semi-furnished three-bedroom, three-bathroom Flats in Pune desirable Hinjewadi neighborhood. Located in the Rahul Aston project, this spacious home spans 979 square feet and offers a peaceful garden view from the 9th floor of the 21-story building.You will appreciate the convenience of having 1 dedicated parking spot and enjoy access to a wealth of amenities"
Deep Vishwa Apartment,1,Erandwane,680,17000.0,Unfurnished,Pune,"Looking for a comfortable and convenient place to call home in Pune Erandwane area.This unfurnished 1-bedroom, 1-bathroom Flats in Deep Vishwa Flats offers 680 square feet of living space on the third floor of a six-story building and comes with a dedicated parking spot. You'll appreciate the ample sunlight that fills the home and the peaceful garden view from your"
Amanora Trendy Homes,1,Hadapsar,475,23000.0,Furnished,Pune,"Finding a comfortable and affordable place to live in Pune Hadapsar is now easier with this furnished one-bedroom, one-bathroom Flats available for rent at 23,000.Situated in Amanora Trendy Homes, this 475 square feet apartment is on a lower floor and offers a pleasant garden view. It located in a gated society known for being well-maintained and offering a safe and"
Shubh Gateway,2,Viman Nagar,910,40000.0,Unfurnished,Pune,"A delightful living experience awaits you in Pune Viman Nagar, where this unfurnished two-bedroom Flats in Shubh Gateway is ready for rent at 40 thousand per month.Spanning 910 square feet on the 5th floor of a 12-story building, this home offers a serene garden view and comes with the convenience of two dedicated parking spots. Residents will have access to"
Sushil Akashdeep CHS,3,Bhosale Nagar,1100,55000.0,Semi-Furnished,Pune,"Live comfortably in Bhosale Nagar, Pune, where this semi-furnished 3-bedroom, 3-bathroom Flats in Sushil Akashdeep CHS is ready for you at 55 thousand per month.This apartment, located on the 3rd floor of a 7-story building, offers 1100 square feet of living space with a pleasant road view. You will have plenty of room with 2 dedicated parking spaces. The property"
Sonigara Twin Towers,2,Ravet,670,25000.0,Semi-Furnished,Pune,"A comfortable semi-furnished two-bedroom Flats is ready for rent in Ravet, Pune, situated on the 7th floor of the Sonigara Twin Towers.This 670 square feet home offers two bathrooms and a dedicated parking spot, perfect for small families or professionals seeking a convenient living space. Within the building, residents can enjoy access to a gymnasium for workouts, dedicated kids` play"
Hiranandani Gardens Glen Ridge,4,Powai,2200,380000.0,Semi-Furnished,Mumbai,"Experience a premium lifestyle in this spacious 4-bedroom, 5-bathroom Flats located in the prestigious Hiranandani Gardens Glen Ridge, Powai, Mumbai.This semi-furnished residence spans 2200 square feet, offering ample living space and a comfortable community view from the 31st floor of a 33-story building. The property boasts an impressive array of amenities designed for convenience and recreation, including a gymnasium, swimming"
Om Dipti CHS,2,Chinchpada,650,45000.0,Unfurnished,Mumbai,"Consider settling into this 2-bedroom, 1-bathroom unfurnished Flats in Chinchpada, Mumbai, available for rent at 45 thousand per month.This 650 square feet home is located on the first floor of the 4-story Om Dipti CHS building, offering a clear road view. With 10+ years of property age, it provides a sense of established community, and you will appreciate the convenience"
The Baya Victoria,2,Byculla,553,80000.0,Semi-Furnished,Mumbai,"Discover a fantastic opportunity to rent a stunning 2bedroom Flats in the prestigious gated society of The Baya Victoria, located in the vibrant locality of Byculla, Mumbai.This semifurnished apartment spans an impressive 553 square feet and offers a delightful road view, making it both spacious and inviting. With an affordable monthly rent of 80 thousand, this property is perfect for"
Vasundhara CHS Gokuldham,1,Gokuldham Colony,400,32000.0,Furnished,Mumbai,"Looking for a comfortable place to rent in Gokuldham Colony, Mumbai.This furnished one-bedroom Flats in Vasundhara CHS Gokuldham is now available for 32,000 per month. Spread across 400 square feet, this home offers a garden view and comes with the convenience of 24x7 and CCTV security. With one bathroom and space for one car parking, this apartment is on the"
Radius Imperial Heights,1,Goregaon West,700,68000.0,Unfurnished,Mumbai,"Discover the perfect blend of comfort and convenience with this stunning 1.5bedroom Flats available for rent in the soughtafter locality of Goregaon West, Mumbai.Situated in the esteemed Radius Imperial Heights project, this unfurnished gem spans a generous 700 square feet, offering ample space for you to create your ideal living environment. The apartment features two wellappointed bathrooms, ensuring privacy and"
Lakshachandi Apartments,2,Gokuldham Colony,1110,76000.0,Semi-Furnished,Mumbai,"Welcome to a well-located 2-bedroom, 2-bathroom Flats in Gokuldham Colony, Mumbai, available for rent at 76,000.This semi-furnished apartment is situated on the 7th floor of the Lakshachandi Flats building, which has a total of 14 floors, and offers a pleasant community view. Spanning 1110 Square Feet, this home is part of a gated society and is designed to be Vastu"
Godrej Urban Park,3,Pitamaha Ramji Nagar,944,114000.0,Unfurnished,Mumbai,"Welcome to your dream home in the heart of Pitamaha Ramji Nagar, Mumbai! This stunning, newly built Flats in the prestigious Godrej Urban Park offers an exquisite living experience with a perfect blend of modern amenities and serene surroundings.Spanning across a generous 944 square feet, this unfurnished threebedroom apartment is ideal for those looking to customize their space to reflect"
DGS Sheetal Tapovan,1,Pathan Wadi,419,32000.0,Unfurnished,Mumbai,"Discover your ideal living space in the heart of Pathan Wadi, Mumbai, with this modern 1bedroom Flats available for rent.Located on the 10th floor of the prestigious DGS Sheetal Tapovan, this unfurnished unit offers a generous area of 419 square feet, perfect for both families and bachelors seeking comfort and convenience. The apartment boasts a captivating road view, allowing you"
Runwal Bliss,1,Kanjurmarg East,537,50000.0,Unfurnished,Mumbai,"Kanjurmarg East, Mumbai, offers a promising rental opportunity with this unfurnished 1.5-bedroom, 2-bathroom Flats located on the 5th floor of the well-regarded Runwal Bliss project.This spacious 537 square feet home provides a park view and benefits from a prime location within a gated society, ensuring a safe and secure environment ideal for families. Residents will appreciate the array of amenities"
